;sentence_id;article_id;sequence_nr;body;category;label;keywords;time_start;time_end;context_window;tags;reason
1916;7639;170;52;Numerous studies have shown that vitamin A deficiency greatly increases vaccine failure and complications.;vaccination;NONCRED;vaccine, vaccination, immune, injury, activate;2019-12-15 08:47:54.788;2019-12-15 08:48:16.206;1;ma charakter anegdoty lub plotki;
1917;7640;170;53;Supplementation can prevent this.;vaccination;NONCRED;vaccine, vaccination, immune, injury, activate;2019-12-15 10:32:20.424;2019-12-15 10:32:47.486;2;jest niezrozumiałe lub niegramatyczne;
1918;7642;170;55;As for the chickenpox vaccine, the CDC gives as the only indication-to prevent lost work time for the mother having to care for the child at home.;vaccination;NONCRED;vaccine, vaccination, immune, injury, activate;2019-12-15 11:52:50.791;2019-12-15 11:53:15.013;1;autor zdania wykazuje braki wiedzy merytorycznej lub nie jest obiektywny;
1919;7643;170;56;Complication and death in a healthy child age five and six from chickenpox is essentially nil.;vaccination;NONCRED;vaccine, vaccination, immune, injury, activate;2020-01-12 19:40:13.016;2020-01-12 19:40:32.896;0;autor zdania wykazuje braki wiedzy merytorycznej lub nie jest obiektywny,ma charakter anegdoty lub plotki;
1920;7644;170;57;This vaccine should never have been given.;vaccination;NONCRED;vaccine, vaccination, immune, injury, activate;2019-12-15 10:39:34.271;2019-12-15 10:39:55.042;1;namowa do szkodliwego działania,stanowi reklamę niesprawdzonego leku lub substancji albo niesprawdzonej terapii,autor zdania wykazuje braki wiedzy merytorycznej lub nie jest obiektywny;
1921;7647;170;60;With a mix of some of the most hazardous vaccines in the schedule-DTaP, MMR and Pneumococcal vaccines, this would be extremely hazardous.;vaccination;NONCRED;vaccine, vaccination, immune, injury, activate;2019-12-15 09:53:25.903;2019-12-15 09:53:33.664;0;ma charakter anegdoty lub plotki;
1922;7648;170;61;Severe reactions to these vaccines, especially if they again receive five vaccines at once, runs a very high risk of severe neurological injury, possibly seizures, during the first two weeks after the vaccines.;vaccination;NONCRED;vaccine, vaccination, immune, injury, activate;2020-01-12 18:29:51.166;2020-01-12 18:30:02.756;0;ma charakter anegdoty lub plotki;
1923;7649;170;62;The CDC recommends the child be watched at least for a week afterward.;vaccination;CRED;vaccine, vaccination, immune, injury, activate;2019-12-15 12:59:11.074;2019-12-15 12:59:14.837;0;;
1924;7650;170;63;With hyperactivity reactions caused by these vaccines, I would not recommend they leave their home for at least a month after vaccination.;vaccination;NONCRED;vaccine, vaccination, immune, injury, activate;2019-12-15 10:37:02.341;2019-12-15 10:37:18.284;0;stanowi reklamę niesprawdzonego leku lub substancji albo niesprawdzonej terapii;
1925;7652;170;65;In summary, these children have passed the age of greatest danger from failure to vaccinate.;vaccination;NONCRED;vaccine, vaccination, immune, injury, activate;2019-12-15 10:20:54.974;2019-12-15 10:21:14.809;1;zawiera argument, który jest bardzo słaby/nieistotny w kontekście omawianego tematu,ma charakter anegdoty lub plotki;
1926;7653;170;66;At least two of the vaccines should not have been given, even according to CDC recommendations.;vaccination;NONCRED;vaccine, vaccination, immune, injury, activate;2019-12-15 08:39:43.766;2019-12-15 08:40:21.911;1;ma charakter anegdoty lub plotki;
1927;7654;170;67;Haemophilus influenza meningitis, the purpose of the Hib vaccine does not occur after age four.;vaccination;NONCRED;vaccine, vaccination, immune, injury, activate;2019-12-15 10:46:48.399;2019-12-15 10:47:08.794;1;autor zdania wykazuje braki wiedzy merytorycznej lub nie jest obiektywny;
1928;7655;170;68;The same is true of pneumococcus.;vaccination;NONCRED;vaccine, vaccination, immune, injury, activate;2020-01-12 19:39:47.177;2020-01-12 19:40:04.841;1;autor zdania wykazuje braki wiedzy merytorycznej lub nie jest obiektywny;
1929;7656;170;69;The chickenpox vaccine has no medically defensible indications in these children.;vaccination;NONCRED;vaccine, vaccination, immune, injury, activate;2019-12-15 10:26:33.189;2019-12-15 10:26:57.011;0;autor zdania wykazuje braki wiedzy merytorycznej lub nie jest obiektywny;
1930;7658;170;71;This study totally refutes the Institute of Medicine (IOM) report loudly reported by the national media of no connection between vaccination and autism.;vaccination;NONCRED;vaccine, vaccination, immune, injury, activate;2019-12-15 12:28:14.478;2019-12-15 12:28:19.637;0;autor zdania wykazuje braki wiedzy merytorycznej lub nie jest obiektywny;
1931;7659;170;72;This study shows the IOM study to be a highly flawed study.;vaccination;NONCRED;vaccine, vaccination, immune, injury, activate;2020-01-12 18:44:34.195;2020-01-12 18:45:56.608;1;ma charakter anegdoty lub plotki;
1932;7660;170;73;Sound arguments can be made that these children not receive any of these vacations, especially as they have been given.;vaccination;NONCRED;vaccine, vaccination, immune, injury, activate;2019-12-15 12:27:31.543;2019-12-15 12:28:13.845;3;autor zdania wykazuje braki wiedzy merytorycznej lub nie jest obiektywny;
1933;7663;171;1;I used to practice this way until I realized that all I was doing was covering up the downstream effects of poor diet with a bunch of drugs, instead of changing the food.;cholesterol_and_statins;NEU;cholesterol, food, solution, statin, guideline;2020-01-15 13:06:10.328;2020-01-15 13:06:17.444;0;;
1934;7664;171;2;I am a practicing cardiologist.;cholesterol_and_statins;NEU;cholesterol, food, solution, statin, guideline;2019-12-15 12:35:05.603;2019-12-15 12:35:09.721;0;;
1935;7665;171;3;I trained at some of the finest medical institutions in the world, including Mayo Clinic and Johns Hopkins, and have been repeatedly recognized for great patient care.;cholesterol_and_statins;NEU;cholesterol, food, solution, statin, guideline;2020-01-14 20:50:30.404;2020-01-14 20:50:39.973;0;;
1936;7666;171;4;But what I really want to achieve professionally is to put myself out of work.;cholesterol_and_statins;NONCRED;cholesterol, food, solution, statin, guideline;2019-12-15 13:17:08.730;2019-12-15 13:18:47.077;4;ma charakter anegdoty lub plotki;
1937;7667;171;5;Unfortunately, cardiologists have endless job security.;cholesterol_and_statins;NEU;cholesterol, food, solution, statin, guideline;2020-01-15 21:58:25.877;2020-01-15 21:58:34.127;0;;
1938;7668;171;6;And that's because we're treating the wrong thing.;cholesterol_and_statins;NONCRED;cholesterol, food, solution, statin, guideline;2019-12-15 12:50:25.275;2019-12-15 12:50:31.379;0;autor zdania wykazuje braki wiedzy merytorycznej lub nie jest obiektywny;
1939;7669;171;7;My waiting room was full of patients whose numbers I had made perfect but who still looked sick and felt terrible.;cholesterol_and_statins;NEU;cholesterol, food, solution, statin, guideline;2020-01-14 20:21:26.836;2020-01-14 20:21:36.886;0;;
1940;7670;171;8;Some even felt worse with all the drugs I had put them on.;cholesterol_and_statins;NONCRED;cholesterol, food, solution, statin, guideline;2019-12-15 11:05:31.134;2019-12-15 11:05:41.882;0;autor zdania wykazuje braki wiedzy merytorycznej lub nie jest obiektywny,ma charakter anegdoty lub plotki;
1941;7671;171;9;No cures, just a neverending revolving door of follow-up visits.;cholesterol_and_statins;NEU;cholesterol, food, solution, statin, guideline;2020-01-18 12:16:33.757;2020-01-18 12:16:39.302;0;;
1942;7672;171;10;This is not why I went to medical school.;cholesterol_and_statins;NEU;cholesterol, food, solution, statin, guideline;2019-12-15 13:28:59.443;2019-12-15 13:29:24.698;0;;
1943;7673;171;11;Yet no one seemed to be doing anything about this or even acknowledging it.;cholesterol_and_statins;NEU;cholesterol, food, solution, statin, guideline;2019-12-15 10:31:03.116;2019-12-15 10:31:08.665;0;;
1944;7674;171;12;So I became obsessed with finding a better solution and founded a company that formulates foods to help lower cholesterol, backed by pharmaceutical-level science.;cholesterol_and_statins;NONCRED;cholesterol, food, solution, statin, guideline;2019-12-15 10:06:06.750;2019-12-15 10:06:24.775;0;stanowi reklamę niesprawdzonego leku lub substancji albo niesprawdzonej terapii,ma charakter anegdoty lub plotki;
1945;7675;171;13;There may be 30,000 food items in the average grocery store, but none of them has been subjected to any real scientific scrutiny.;cholesterol_and_statins;NEU;cholesterol, food, solution, statin, guideline;2019-12-15 09:49:52.889;2019-12-15 09:50:59.828;0;;
1946;7676;171;14;They bear all sorts of checkmarks and heart symbols, but that tells only part of the story.;cholesterol_and_statins;NONCRED;cholesterol, food, solution, statin, guideline;2019-12-15 09:37:14.749;2019-12-15 09:37:24.629;0;autor zdania wykazuje braki wiedzy merytorycznej lub nie jest obiektywny;
1947;7677;171;15;For example, a cereal might contain fiber -- and boldly tout the ability of this nutrient to lower cholesterol -- but the fine print reveals that a serving of the cereal also delivers the added sugar equivalent of three cookies.;cholesterol_and_statins;NONCRED;cholesterol, food, solution, statin, guideline;2020-01-19 13:24:44.498;2020-01-19 13:25:20.389;0;;
1948;7678;171;16;Any positive health effect of the fiber is completely negated.;cholesterol_and_statins;CRED;cholesterol, food, solution, statin, guideline;2019-12-15 13:30:48.330;2019-12-15 13:31:12.384;0;;
1949;7679;171;17;But how is the average consumer supposed to know this?;cholesterol_and_statins;NEU;cholesterol, food, solution, statin, guideline;2020-01-18 12:31:11.776;2020-01-18 12:31:15.657;0;;
1950;7680;171;18;They're not.;cholesterol_and_statins;NONCRED;cholesterol, food, solution, statin, guideline;2019-12-15 10:18:17.316;2019-12-15 10:18:32.756;1;autor zdania wykazuje braki wiedzy merytorycznej lub nie jest obiektywny,jest niezrozumiałe lub niegramatyczne;
1951;7681;171;19;They're just supposed to like the taste and feel good about buying that cereal.;cholesterol_and_statins;NEU;cholesterol, food, solution, statin, guideline;2020-01-18 12:18:28.561;2020-01-18 12:18:32.642;0;;
1952;7682;171;20;"My patients may have been trying to ""eat better,"" but they were getting duped.";cholesterol_and_statins;NONCRED;cholesterol, food, solution, statin, guideline;2019-12-15 13:32:09.977;2019-12-15 13:32:32.249;0;stanowi reklamę niesprawdzonego leku lub substancji albo niesprawdzonej terapii;
1953;7683;171;21;mandated that changing diet should be tried for three months as the first step in treating high cholesterol, before putting anyone on drugs.;cholesterol_and_statins;NEU;cholesterol, food, solution, statin, guideline;2019-12-15 11:48:48.820;2019-12-15 11:48:53.349;0;;
1954;7684;171;22;But today, many of my peers expressed skepticism that a food-based solution could work.;cholesterol_and_statins;NONCRED;cholesterol, food, solution, statin, guideline;2019-12-15 13:35:47.678;2019-12-15 13:36:01.860;0;autor zdania wykazuje braki wiedzy merytorycznej lub nie jest obiektywny;
1955;7685;171;23;It took more than 80,000 hours of training for me to become a cardiologist.;cholesterol_and_statins;CRED;cholesterol, food, solution, statin, guideline;2019-12-15 09:08:13.087;2019-12-15 09:08:32.762;1;;
1956;7686;171;24;How much of that time was spent on nutrition?;cholesterol_and_statins;NEU;cholesterol, food, solution, statin, guideline;2019-12-15 12:12:07.620;2019-12-15 12:12:12.746;0;;
1957;7687;171;25;Zero.;cholesterol_and_statins;NEU;cholesterol, food, solution, statin, guideline;2019-12-15 12:15:23.262;2019-12-15 12:15:25.292;0;;
1958;7688;171;26;Treatment guidelines, representing the standard of care, only pay lip service to nutrition.;cholesterol_and_statins;NONCRED;cholesterol, food, solution, statin, guideline;2019-12-15 11:18:21.441;2019-12-15 11:18:41.383;3;namowa do szkodliwego działania,autor zdania wykazuje braki wiedzy merytorycznej lub nie jest obiektywny;
1959;7689;171;27;For example, the American Heart Association's latest cholesterol management guideline is  .;cholesterol_and_statins;NEU;cholesterol, food, solution, statin, guideline;2019-12-15 11:32:37.298;2019-12-15 11:32:41.249;0;;
1960;7690;171;28;How much of that is devoted to diet?;cholesterol_and_statins;NONCRED;cholesterol, food, solution, statin, guideline;2019-12-15 12:45:20.684;2019-12-15 12:45:25.388;0;autor zdania wykazuje braki wiedzy merytorycznej lub nie jest obiektywny;
1961;7691;171;29;One paragraph.;cholesterol_and_statins;NEU;cholesterol, food, solution, statin, guideline;2020-01-15 21:25:16.936;2020-01-15 21:25:19.020;0;;
1962;7692;171;30;The guideline mostly instructs providers on which patient to put on which drug and at what dose.;cholesterol_and_statins;CRED;cholesterol, food, solution, statin, guideline;2019-12-15 12:43:53.717;2019-12-15 12:43:59.251;0;;
1963;7693;171;31;Children as young as 10, according to the guidelines, can be started on statin medications such as Lipitor and Crestor.;cholesterol_and_statins;CRED;cholesterol, food, solution, statin, guideline;2020-01-18 12:26:28.615;2020-01-18 12:27:24.938;0;;
1964;7694;171;32;In addition, physicians know only the prescription model.;cholesterol_and_statins;NEU;cholesterol, food, solution, statin, guideline;2019-12-15 10:05:05.153;2019-12-15 10:05:31.122;2;;
1965;7695;171;33;They are taught that the only truly valid proof of efficacy is a clinical trial and that everything else is conjecture.;cholesterol_and_statins;CRED;cholesterol, food, solution, statin, guideline;2019-12-15 12:05:27.430;2019-12-15 12:05:58.888;0;;
1966;7696;171;34;That's why pharma rules, even though the literature is full of data about the health benefits of various foods.;cholesterol_and_statins;NONCRED;cholesterol, food, solution, statin, guideline;2019-12-15 13:00:50.225;2019-12-15 13:00:58.383;0;autor zdania wykazuje braki wiedzy merytorycznej lub nie jest obiektywny;
1967;7697;171;35;"Food does not have ""dosing data.""";cholesterol_and_statins;NONCRED;cholesterol, food, solution, statin, guideline;2019-12-15 11:03:11.236;2019-12-15 11:03:22.713;0;namowa do szkodliwego działania;
1968;7698;171;36;Did you know that doctors are monitored according to whether they prescribe medications?;cholesterol_and_statins;NEU;cholesterol, food, solution, statin, guideline;2019-12-15 12:57:36.559;2019-12-15 12:57:45.133;0;;
1969;7699;171;37;If I don't follow the cholesterol guidelines by prescribing statins, insurers will send letters scolding me.;cholesterol_and_statins;NEU;cholesterol, food, solution, statin, guideline;2019-12-15 10:37:25.898;2019-12-15 10:37:32.944;0;;
1970;7700;171;38;If I don't talk to you about the cholesterol-lowering effects of walnuts and oat bran, nobody cares.;cholesterol_and_statins;NONCRED;cholesterol, food, solution, statin, guideline;2019-12-15 10:30:57.689;2019-12-15 10:31:04.811;0;autor zdania wykazuje braki wiedzy merytorycznej lub nie jest obiektywny;
1971;7701;171;39;Physicians even get paid more when a drug is prescribed.;cholesterol_and_statins;NONCRED;cholesterol, food, solution, statin, guideline;2020-01-15 22:07:36.890;2020-01-15 22:08:03.388;0;autor zdania wykazuje braki wiedzy merytorycznej lub nie jest obiektywny;
1972;7702;171;40;A medical encounter that generates a prescription is considered more complex, which qualifies for higher reimbursement.;cholesterol_and_statins;NONCRED;cholesterol, food, solution, statin, guideline;2019-12-15 11:17:11.656;2019-12-15 11:17:20.704;0;autor zdania wykazuje braki wiedzy merytorycznej lub nie jest obiektywny;
1973;7703;171;41;In contrast, if a physician uses some of the very limited time with patients to talk about antioxidants and omega-3 fatty acids, they get nothing more.;cholesterol_and_statins;NEU;cholesterol, food, solution, statin, guideline;2020-01-15 16:52:02.877;2020-01-15 16:52:14.425;0;;
1974;7704;171;42;My solution is to give physicians, insurers and especially patients an alternative food-based option for cholesterol lowering that could compete with drugs on every level.;cholesterol_and_statins;CRED;cholesterol, food, solution, statin, guideline;2019-12-15 12:21:30.657;2019-12-15 12:21:38.669;0;;
1975;7705;171;43;These foods taste great and are formulated using only health-promoting ingredients.;cholesterol_and_statins;NEU;cholesterol, food, solution, statin, guideline;2020-01-14 20:17:55.062;2020-01-14 20:18:00.748;0;;
1976;7706;171;44;They are dosed and measured and as easy to prescribe and use as medications.;cholesterol_and_statins;NEU;cholesterol, food, solution, statin, guideline;2019-12-15 10:19:38.883;2019-12-15 10:19:49.744;1;;
1977;7707;171;45;Most important, they yield clinically meaningful cholesterol reductions as confirmed by a clinical trial.;cholesterol_and_statins;CRED;cholesterol, food, solution, statin, guideline;2019-12-15 09:51:15.024;2019-12-15 09:51:55.981;0;;
1978;7708;171;46;Given that 70 million Americans have high cholesterol, I approached big food companies and investors, naively thinking they would love my idea and want to help.;cholesterol_and_statins;CRED;cholesterol, food, solution, statin, guideline;2019-12-15 12:43:43.427;2019-12-15 12:43:53.363;0;;
1979;7709;171;47;They did not.;cholesterol_and_statins;NEU;cholesterol, food, solution, statin, guideline;2020-01-16 19:05:12.349;2020-01-16 19:05:18.075;0;;
1980;7710;171;48;Food manufacturers thought our ingredients (such as real almonds, walnuts, pecans and blueberries) were too expensive.;cholesterol_and_statins;NEU;cholesterol, food, solution, statin, guideline;2019-12-15 12:39:33.098;2019-12-15 12:39:43.131;0;;
1981;7711;171;49;"They wanted to replace them with flavorings, artificial sweeteners and ""fruit bits.""";cholesterol_and_statins;CRED;cholesterol, food, solution, statin, guideline;2019-12-15 09:12:35.729;2019-12-15 09:12:58.761;1;;
1982;7712;171;50;Investors thought the clinical trial we proposed doing to confirm efficacy was too uncertain.;cholesterol_and_statins;NONCRED;cholesterol, food, solution, statin, guideline;2019-12-15 12:11:02.787;2019-12-15 12:11:17.661;0;autor zdania wykazuje braki wiedzy merytorycznej lub nie jest obiektywny;
1983;7713;171;51;They told us we needed to have patents so we could charge prices like the pharmaceutical companies.;cholesterol_and_statins;NEU;cholesterol, food, solution, statin, guideline;2020-01-16 17:47:00.337;2020-01-16 17:47:09.001;0;;
1984;7714;171;52;No wonder this had never been done before.;cholesterol_and_statins;NONCRED;cholesterol, food, solution, statin, guideline;2019-12-15 09:05:53.423;2019-12-15 09:05:59.112;0;;
1985;7715;171;53;There was simply not enough profit in it.;cholesterol_and_statins;NEU;cholesterol, food, solution, statin, guideline;2019-12-15 10:54:46.397;2019-12-15 10:54:50.061;0;;
1986;7716;171;54;Patient health, it seems, is not very valuable.;cholesterol_and_statins;NONCRED;cholesterol, food, solution, statin, guideline;2019-12-15 13:29:25.192;2019-12-15 13:29:31.250;0;autor zdania wykazuje braki wiedzy merytorycznej lub nie jest obiektywny,ma charakter anegdoty lub plotki;
1987;7717;171;55;Undeterred, my supporters and I pushed forward and, supported by grant funding, conducted a trial in two countries testing our foods in statin intolerant individuals.;cholesterol_and_statins;NEU;cholesterol, food, solution, statin, guideline;2019-12-15 11:22:10.562;2019-12-15 11:22:18.876;0;;
1988;7718;171;56;These were people who are candidates for statin drugs but either can't or won't take the medications due to side effects, such as muscle aches.;cholesterol_and_statins;CRED;cholesterol, food, solution, statin, guideline;2019-12-15 13:35:11.124;2019-12-15 13:35:27.703;1;;
1989;7719;171;57;"The only instruction to the study participants was: ""Eat these foods twice per day instead of something you're eating already,"" without making any other lifestyle changes.";cholesterol_and_statins;NEU;cholesterol, food, solution, statin, guideline;2020-01-15 15:58:13.201;2020-01-15 15:58:23.004;0;;
1990;7720;171;58;"Literally as simple as ""take this pill twice per day.""";cholesterol_and_statins;NONCRED;cholesterol, food, solution, statin, guideline;2019-12-15 12:07:57.549;2019-12-15 12:08:12.175;1;zawiera błędne dane liczbowe,autor zdania wykazuje braki wiedzy merytorycznej lub nie jest obiektywny;
1991;7721;171;59;The result was that 20%, 30%, even close to 40%   in just 30 days.;cholesterol_and_statins;NEU;cholesterol, food, solution, statin, guideline;2019-12-15 10:34:55.188;2019-12-15 10:35:00.158;0;;
1992;7722;171;60;This data was submitted at an American Heart Association meeting and will be submitted for publication.;cholesterol_and_statins;CRED;cholesterol, food, solution, statin, guideline;2019-12-15 13:19:35.302;2019-12-15 13:19:49.811;2;;
1993;7723;171;61;These medication-level cholesterol responses were obtained with food, without the need for dietary overhauls or exercise routines.;cholesterol_and_statins;NEU;cholesterol, food, solution, statin, guideline;2019-12-15 10:43:26.894;2019-12-15 10:43:57.816;1;;
1994;7724;171;62;They don't just represent an option for the estimated 20 million Americans who are statin intolerant and have no other solutions but for millions more who need to lower their cholesterol but don't need stains.;cholesterol_and_statins;NONCRED;cholesterol, food, solution, statin, guideline;2019-12-15 09:59:36.026;2019-12-15 09:59:56.815;0;stanowi reklamę niesprawdzonego leku lub substancji albo niesprawdzonej terapii;
1995;7725;171;63;As with medications, not everyone's cholesterol will respond equally to a food intervention.;cholesterol_and_statins;CRED;cholesterol, food, solution, statin, guideline;2020-01-14 19:56:27.958;2020-01-14 19:56:36.574;0;;
1996;7726;171;64;Some people should be on statins even if their cholesterol is perfect.;cholesterol_and_statins;CRED;cholesterol, food, solution, statin, guideline;2019-12-15 12:39:01.524;2019-12-15 12:39:07.476;0;;
1997;7727;171;65;But given that it takes only a month of dietary change to determine whether you're a food responder, doesn't it make sense to give people the chance to at least try a validated food intervention before assigning them to a lifetime of pills?;cholesterol_and_statins;NONCRED;cholesterol, food, solution, statin, guideline;2020-01-18 12:23:59.511;2020-01-18 12:24:36.868;0;;
1998;7728;171;66;Especially since food doesn't have any side effects, just side benefits such as lower blood pressure, better blood sugar control, weight loss and feeling better.;cholesterol_and_statins;CRED;cholesterol, food, solution, statin, guideline;2019-12-15 10:59:34.207;2019-12-15 10:59:47.703;1;;
1999;7729;171;67;Food is the comprehensive solution to a complex problem.;cholesterol_and_statins;CRED;cholesterol, food, solution, statin, guideline;2020-01-15 16:56:28.469;2020-01-15 16:56:40.172;0;;
2000;7730;171;68;And it just might put me -- and pharmaceutical companies -- out of business.;cholesterol_and_statins;NONCRED;cholesterol, food, solution, statin, guideline;2019-12-15 08:58:35.337;2019-12-15 08:58:42.750;0;stanowi reklamę niesprawdzonego leku lub substancji albo niesprawdzonej terapii,autor zdania wykazuje braki wiedzy merytorycznej lub nie jest obiektywny;
2001;7731;172;1;  ECT (electroconvulsive therapy) involves the application of two electrodes to the head to pass electricity through the brain with the goal of causing an intense seizure or convulsion.;psychiatry;CRED;ect, brain, damage, injury, become;2020-01-04 16:20:02.057;2020-01-04 16:20:56.633;0;;
2002;7732;172;2;The process always damages the brain, resulting each time in a temporary coma and often a flatlining of the brain waves, which is a sign of impending brain death.;psychiatry;NONCRED;ect, brain, damage, injury, become;2019-12-19 18:48:29.854;2019-12-19 18:48:46.395;1;ma charakter anegdoty lub plotki;
2003;7733;172;3;After one, two or three ECTs, the trauma causes typical symptoms of severe head trauma or injury including headache, nausea, memory loss, disorientation, confusion, impaired judgment, loss of personality, and emotional instability.;psychiatry;CRED;ect, brain, damage, injury, become;2019-12-19 19:07:26.167;2019-12-19 19:07:41.585;0;;
2004;7734;172;4;These harmful effects worsen and some become permanent as routine treatment progresses.;psychiatry;NEU;ect, brain, damage, injury, become;2020-01-06 16:18:29.026;2020-01-06 16:19:03.269;0;;
2005;7735;172;5;ECT originated in 1938.;psychiatry;NEU;ect, brain, damage, injury, become;2019-12-19 19:15:42.447;2019-12-19 19:15:57.993;1;;
2006;7736;172;6;Modifications have been used since the 1960s and are not new or safer.;psychiatry;NEU;ect, brain, damage, injury, become;2019-12-19 17:00:58.214;2019-12-19 17:01:03.534;0;;
2007;7737;172;7;These changes make it harder to cause a seizure.;psychiatry;CRED;ect, brain, damage, injury, become;2020-01-04 21:32:04.154;2020-01-04 21:32:26.932;1;;
2008;7738;172;8;As a result, modern ECT requires even stronger and more damaging doses of electricity.;psychiatry;NONCRED;ect, brain, damage, injury, become;2019-12-21 23:07:44.780;2019-12-21 23:08:00.997;0;ma charakter anegdoty lub plotki;
2009;7739;172;9;ECT works by damaging the brain.;psychiatry;NONCRED;ect, brain, damage, injury, become;2019-12-19 16:44:05.813;2019-12-19 16:44:34.173;1;autor zdania wykazuje braki wiedzy merytorycznej lub nie jest obiektywny;
2010;7740;172;10;The initial trauma can cause an artificial euphoria which ECT doctors mistakenly call an improvement.;psychiatry;CRED;ect, brain, damage, injury, become;2020-01-06 13:06:12.482;2020-01-06 13:06:32.429;0;;
2011;7741;172;11;After several routine ECTs, the damaged person becomes increasingly apathetic, indifferent, unable to feel genuine emotions, and even robotic.;psychiatry;CRED;ect, brain, damage, injury, become;2019-12-19 16:37:08.055;2019-12-19 16:37:53.894;1;;
2012;7742;172;12;Memory loss and confusion worsen.;psychiatry;NONCRED;ect, brain, damage, injury, become;2019-12-19 18:53:16.766;2019-12-19 18:53:40.483;1;przedawnione informacje;
2013;7743;172;13;This helpless individual becomes unable to voice distress or complaints and becomes docile and manageable.;psychiatry;NEU;ect, brain, damage, injury, become;2020-01-04 10:27:39.266;2020-01-04 10:28:37.844;0;;
2014;7744;172;14;ECT doctors mistakenly call this an improvement but it indicates severe and disabling brain injury.;psychiatry;NONCRED;ect, brain, damage, injury, become;2019-12-21 23:27:33.450;2019-12-21 23:27:47.157;1;przedawnione informacje;
2015;7745;172;15;ECT permanently impairs memory and causes other long term signs of mental dysfunction such as difficulties with concentration and new learning.;psychiatry;NONCRED;ect, brain, damage, injury, become;2019-12-19 18:00:17.548;2019-12-19 18:00:43.749;1;przedawnione informacje;
2016;7746;172;16;Memories of important past experiences are commonly impaired or eradicated, including weddings, birthdays, vacations, educational experiences, and housekeeping or professional skills.;psychiatry;CRED;ect, brain, damage, injury, become;2019-12-19 19:41:19.040;2019-12-19 19:41:58.924;1;;
2017;7747;172;17;Sense of self or identity can be demolished, and family members often report that their loved one “was never the same again”.;psychiatry;CRED;ect, brain, damage, injury, become;2019-12-19 18:06:45.004;2019-12-19 18:07:25.294;1;;
2018;7748;172;18;Follow-up studies show that ECT has been used to abuse women by making them docile and submissive.;psychiatry;NONCRED;ect, brain, damage, injury, become;2019-12-19 18:45:03.848;2019-12-19 18:45:28.544;1;autor zdania wykazuje braki wiedzy merytorycznej lub nie jest obiektywny;
2019;7749;172;19;Many animal studies show that clinical ECT causes small hemorrhages throughout the brain as well as patches of cell death.;psychiatry;CRED;ect, brain, damage, injury, become;2019-12-19 19:25:17.531;2019-12-19 19:25:28.984;0;;
2020;7750;172;20;Newly discovered ECT-induced neurogenesis (growth of new brain cells) is not a benefit but instead confirms brain injury.;psychiatry;CRED;ect, brain, damage, injury, become;2019-12-19 18:15:33.113;2019-12-19 18:16:35.709;1;;
2021;7751;172;21;Neurogenesis is a response to brain damage from many causes, including Traumatic Brain Injury (TBI).;psychiatry;CRED;ect, brain, damage, injury, become;2019-12-19 19:33:31.882;2019-12-19 19:33:42.268;0;;
2022;7752;172;22;ECT is not a last resort because it does not work and can ruin recovery.;psychiatry;CRED;ect, brain, damage, injury, become;2019-12-19 19:11:38.744;2019-12-19 19:11:52.384;0;;
2023;7754;172;24;Controlled clinical trials show that ECT has no more benefit than sham ECT (anesthesia with no shock).;psychiatry;NONCRED;ect, brain, damage, injury, become;2019-12-21 22:54:41.514;2019-12-21 22:55:00.348;0;przedawnione informacje;
2024;7755;172;25;ECT blunts emotional life during the acute phase of brain injury for about 4 weeks, after which the person remains depressed with the added affliction of brain damage.;psychiatry;NONCRED;ect, brain, damage, injury, become;2020-01-04 14:39:39.399;2020-01-04 14:40:19.110;0;ma charakter anegdoty lub plotki;
2025;7756;172;26;Abundant evidence indicates that ECT should be banned.;psychiatry;NONCRED;ect, brain, damage, injury, become;2019-12-19 17:25:09.267;2019-12-19 17:25:18.888;0;;
2026;7757;172;27;Because ECT destroys the ability to protest, all ECT quickly becomes involuntary and thus inherently abusive and a human rights violation.;psychiatry;NEU;ect, brain, damage, injury, become;2019-12-19 16:19:58.286;2019-12-19 16:20:18.818;0;;
2027;7758;172;28;Therefore, when ECT has already been started, concerned relatives or others should immediately intervene to stop it, if necessary with an attorney.;psychiatry;NONCRED;ect, brain, damage, injury, become;2020-01-05 11:09:59.292;2020-01-05 11:10:29.607;0;namowa do szkodliwego działania;
2028;7759;172;29;In place of ECT, depressed and severely disturbed people need good individual, couples, or family therapy.;psychiatry;CRED;ect, brain, damage, injury, become;2020-01-07 08:24:49.921;2020-01-07 08:25:09.787;0;;
2029;7760;172;30;Family members should participate actively in therapy with their overwhelmed loved ones.;psychiatry;NONCRED;ect, brain, damage, injury, become;2019-12-19 19:07:12.705;2019-12-19 19:08:05.079;1;autor zdania wykazuje braki wiedzy merytorycznej lub nie jest obiektywny;
2030;7761;172;31;Since psychiatric drugs commonly cause or worsen depression, anxiety and psychosis, always consider stopping all psychiatric drugs through a carefully supervised withdrawal.;psychiatry;CRED;ect, brain, damage, injury, become;2020-01-06 12:42:46.160;2020-01-06 12:43:20.454;0;;
2031;7762;172;32;Becoming free of psychiatric drugs is often the start of recovery.;psychiatry;NONCRED;ect, brain, damage, injury, become;2019-12-19 19:12:23.133;2019-12-19 19:12:30.696;0;autor zdania wykazuje braki wiedzy merytorycznej lub nie jest obiektywny;
